"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.stimuli","Answer.answer","Approve","Reject"
"3RQVKZ7ZRJI6E8C66X7007BTI2872I","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3C2NJ6JBKAGX4D2NC6TRLOT08A52NX","A3JEXA6ME8GTMO","Approved","Wed Dec 16 19:41:43 PST 2015","Wed Dec 16 19:42:05 PST 2015","Thu Dec 17 03:42:05 PST 2015","Wed Dec 16 20:07:27 PST 2015","","","22","100% (248/248)","100% (92/92)","100% (92/92)","http://parallelcoordinates.de/mturk/11_Parallel.png","B"
"3RQVKZ7ZRJI6E8C66X7007BTI2872I","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3I3WADAZ9Q37LVLMV4V2YKWHIUEO5C","A36ZSAYHB8ROLB","Submitted","Thu Dec 17 19:40:44 PST 2015","Thu Dec 17 19:41:21 PST 2015","Fri Dec 18 03:41:21 PST 2015","","","","37","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/11_Parallel.png","C"
"3TCFMTM8HDNS3MX4HHQRZXKGFG821G","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3137ONMDKG4JP1XHIMBXX5TS41KEGE","A1ZN25CCYIMTR9","Submitted","Thu Dec 17 16:04:14 PST 2015","Thu Dec 17 16:04:21 PST 2015","Fri Dec 18 00:04:21 PST 2015","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/16_Cartesian.png","C"
"3TCFMTM8HDNS3MX4HHQRZXKGFG821G","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3ERET4BTVM87WR2J02GQ3JKAKLNK9F","A34J12A7R98SVB","Submitted","Thu Dec 17 19:27:47 PST 2015","Thu Dec 17 19:27:53 PST 2015","Fri Dec 18 03:27:53 PST 2015","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/16_Cartesian.png","C"
"3TCFMTM8HDNS3MX4HHQRZXKGFG821G","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3HRMW88U16PKQLE9LIADPLBL6MB0MB","A3JEXA6ME8GTMO","Approved","Wed Dec 16 19:56:11 PST 2015","Wed Dec 16 19:56:16 PST 2015","Thu Dec 17 03:56:16 PST 2015","Wed Dec 16 20:07:28 PST 2015","","","5","100% (248/248)","100% (92/92)","100% (92/92)","http://parallelcoordinates.de/mturk/16_Cartesian.png","C"
"3TCFMTM8HDNS3MX4HHQRZXKGFG821G","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3P4MQ7TPPXBPRHDMS9HTVMWALRHBBW","A36ZSAYHB8ROLB","Submitted","Thu Dec 17 19:26:50 PST 2015","Thu Dec 17 19:27:06 PST 2015","Fri Dec 18 03:27:06 PST 2015","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/16_Cartesian.png","C"
"3566S7OX5CIZPNUANT7MVO1OQWU711","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","32UTUBMZ7GV40VBSXQ8TWYQHOJJVB8","A3JEXA6ME8GTMO","Approved","Wed Dec 16 19:56:24 PST 2015","Wed Dec 16 19:56:38 PST 2015","Thu Dec 17 03:56:38 PST 2015","Wed Dec 16 20:07:24 PST 2015","","","14","100% (248/248)","100% (92/92)","100% (92/92)","http://parallelcoordinates.de/mturk/28_Cartesian.png","C"
"3566S7OX5CIZPNUANT7MVO1OQWU711","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3LEP4MGT3GZI6EB6658ZQCKAOCRBD1","A1ZN25CCYIMTR9","Submitted","Thu Dec 17 16:04:21 PST 2015","Thu Dec 17 16:04:29 PST 2015","Fri Dec 18 00:04:29 PST 2015","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/28_Cartesian.png","C"
"3566S7OX5CIZPNUANT7MVO1OQWU711","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3MRNMEIQW55UJNXIXIXT4FGF067LD0","A34J12A7R98SVB","Submitted","Thu Dec 17 19:40:31 PST 2015","Thu Dec 17 19:40:41 PST 2015","Fri Dec 18 03:40:41 PST 2015","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/28_Cartesian.png","C"
"3566S7OX5CIZPNUANT7MVO1OQWU711","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3X66WABAJWHGF3HKT2U1EEPVDCWG3R","A36ZSAYHB8ROLB","Submitted","Thu Dec 17 19:36:13 PST 2015","Thu Dec 17 19:36:24 PST 2015","Fri Dec 18 03:36:24 PST 2015","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/28_Cartesian.png","C"
"3S1WOPCJFFSRTJPO0QRY5YPR60YEJY","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3GLB5JMZFXUEXVJHMR0DRNB74PJDGK","A1ZN25CCYIMTR9","Submitted","Thu Dec 17 15:51:31 PST 2015","Thu Dec 17 15:51:54 PST 2015","Thu Dec 17 23:51:54 PST 2015","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/10_Cartesian.png","B"
"3S1WOPCJFFSRTJPO0QRY5YPR60YEJY","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3I2PTA7R3TTDOQJ5H4RCPEAZULRKQ1","A34J12A7R98SVB","Submitted","Thu Dec 17 19:35:48 PST 2015","Thu Dec 17 19:35:55 PST 2015","Fri Dec 18 03:35:55 PST 2015","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/10_Cartesian.png","equal"
"3S1WOPCJFFSRTJPO0QRY5YPR60YEJY","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3PM8NZGV8YFJ8QICGN61F8I1QUSXQP","A3JEXA6ME8GTMO","Approved","Wed Dec 16 19:43:30 PST 2015","Wed Dec 16 19:43:39 PST 2015","Thu Dec 17 03:43:39 PST 2015","Wed Dec 16 20:07:27 PST 2015","","","9","100% (248/248)","100% (92/92)","100% (92/92)","http://parallelcoordinates.de/mturk/10_Cartesian.png","B"
"3S1WOPCJFFSRTJPO0QRY5YPR60YEJY","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3ZSY5X72NXAWQIJKSB851L1DAC3ORQ","A36ZSAYHB8ROLB","Submitted","Thu Dec 17 19:49:04 PST 2015","Thu Dec 17 19:49:10 PST 2015","Fri Dec 18 03:49:10 PST 2015","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/10_Cartesian.png","B"
"3DWNFENNE2U91HSVBKFLWCD0TB44JI","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","32Z9ZLUT1LJJ1O5HW6WBNHZ7N35HOM","A34J12A7R98SVB","Submitted","Thu Dec 17 19:27:22 PST 2015","Thu Dec 17 19:27:32 PST 2015","Fri Dec 18 03:27:32 PST 2015","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/1_Parallel.png","B"
"3DWNFENNE2U91HSVBKFLWCD0TB44JI","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3DIP6YHAPCR4WMRZZOZ95SCUGI7E8Y","A1ZN25CCYIMTR9","Submitted","Thu Dec 17 16:00:36 PST 2015","Thu Dec 17 16:00:53 PST 2015","Fri Dec 18 00:00:53 PST 2015","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/1_Parallel.png","B"
"3DWNFENNE2U91HSVBKFLWCD0TB44JI","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3WZ36BJEV3FPN373SV8EVG2WRYHTB4","A36ZSAYHB8ROLB","Submitted","Thu Dec 17 19:50:18 PST 2015","Thu Dec 17 19:50:29 PST 2015","Fri Dec 18 03:50:29 PST 2015","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/1_Parallel.png","B"
"3DWNFENNE2U91HSVBKFLWCD0TB44JI","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3Z2R0DQ0JHDTA7PAJ7Q8V1ZRUI42E8","A3JEXA6ME8GTMO","Approved","Wed Dec 16 19:40:13 PST 2015","Wed Dec 16 19:40:22 PST 2015","Thu Dec 17 03:40:22 PST 2015","Wed Dec 16 20:07:25 PST 2015","","","9","100% (248/248)","100% (92/92)","100% (92/92)","http://parallelcoordinates.de/mturk/1_Parallel.png","B"
"3FW4EL5A3KNZS7F00LQ54GUL7MM22X","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","326O153BMIXGDHNQGWAPRKQVR94ED4","A1ZN25CCYIMTR9","Submitted","Thu Dec 17 16:03:31 PST 2015","Thu Dec 17 16:03:40 PST 2015","Fri Dec 18 00:03:40 PST 2015","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/9_Parallel.png","equal"
"3FW4EL5A3KNZS7F00LQ54GUL7MM22X","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","33OOO72IVHK8X8Z96V49608E9JHTCB","A36ZSAYHB8ROLB","Submitted","Thu Dec 17 19:50:49 PST 2015","Thu Dec 17 19:51:16 PST 2015","Fri Dec 18 03:51:16 PST 2015","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/9_Parallel.png","C"
"3FW4EL5A3KNZS7F00LQ54GUL7MM22X","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3H8DHMCCW9AJZHF0CILSPF30B62KDW","A34J12A7R98SVB","Submitted","Thu Dec 17 19:30:49 PST 2015","Thu Dec 17 19:31:10 PST 2015","Fri Dec 18 03:31:10 PST 2015","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/9_Parallel.png","equal"
"3FW4EL5A3KNZS7F00LQ54GUL7MM22X","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3NVC2EB65QYG1U2KN8G7LEWZI893YZ","A3JEXA6ME8GTMO","Approved","Wed Dec 16 19:59:52 PST 2015","Wed Dec 16 20:00:00 PST 2015","Thu Dec 17 04:00:00 PST 2015","Wed Dec 16 20:07:26 PST 2015","","","8","100% (248/248)","100% (92/92)","100% (92/92)","http://parallelcoordinates.de/mturk/9_Parallel.png","equal"
"3ZLW647WAKUODPBJ4L4ANQZDD0M238","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3BV8HQ2ZZW0E2VRZQ40PPVQCP886AY","A3JEXA6ME8GTMO","Approved","Wed Dec 16 19:57:06 PST 2015","Wed Dec 16 19:57:14 PST 2015","Thu Dec 17 03:57:14 PST 2015","Wed Dec 16 20:07:30 PST 2015","","","8","100% (248/248)","100% (92/92)","100% (92/92)","http://parallelcoordinates.de/mturk/36_Cartesian.png","C"
"3ZLW647WAKUODPBJ4L4ANQZDD0M238","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3G0WWMR1UVJEWW48EHJSH6R3OGWNQ9","A34J12A7R98SVB","Submitted","Thu Dec 17 19:37:52 PST 2015","Thu Dec 17 19:38:00 PST 2015","Fri Dec 18 03:38:00 PST 2015","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/36_Cartesian.png","C"
"3ZLW647WAKUODPBJ4L4ANQZDD0M238","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3IUZPWIU1O6I8NFRTDQIH3SLIM6KW3","A1ZN25CCYIMTR9","Submitted","Thu Dec 17 15:56:13 PST 2015","Thu Dec 17 15:56:41 PST 2015","Thu Dec 17 23:56:41 PST 2015","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/36_Cartesian.png","C"
"3ZLW647WAKUODPBJ4L4ANQZDD0M238","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3Y5140Z9DXF1IJS2HORBCT5CXLGIPX","A36ZSAYHB8ROLB","Submitted","Thu Dec 17 19:38:12 PST 2015","Thu Dec 17 19:38:31 PST 2015","Fri Dec 18 03:38:31 PST 2015","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/36_Cartesian.png","C"
"3OJX0UFJ0Y6JC3914EFQKMXRWJG9UF","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","31HQ4X3T3S90LCG0U8SIZE2F19HLSU","A36ZSAYHB8ROLB","Submitted","Thu Dec 17 19:44:27 PST 2015","Thu Dec 17 19:44:38 PST 2015","Fri Dec 18 03:44:38 PST 2015","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/22_Cartesian.png","C"
"3OJX0UFJ0Y6JC3914EFQKMXRWJG9UF","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3JC6VJ2SABIIJRRLLLQKXPCCTDX5AH","A3JEXA6ME8GTMO","Approved","Wed Dec 16 19:41:30 PST 2015","Wed Dec 16 19:41:35 PST 2015","Thu Dec 17 03:41:35 PST 2015","Wed Dec 16 20:07:27 PST 2015","","","5","100% (248/248)","100% (92/92)","100% (92/92)","http://parallelcoordinates.de/mturk/22_Cartesian.png","C"
"3OJX0UFJ0Y6JC3914EFQKMXRWJG9UF","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3PXX5PX6LXXK878UMVHX0BC439UBAZ","A1ZN25CCYIMTR9","Submitted","Thu Dec 17 16:01:58 PST 2015","Thu Dec 17 16:02:08 PST 2015","Fri Dec 18 00:02:08 PST 2015","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/22_Cartesian.png","C"
"3OJX0UFJ0Y6JC3914EFQKMXRWJG9UF","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 19:32:41 PST 2015","20","BatchId:118036;","3600","28800","Wed Dec 23 19:32:41 PST 2015","","","3TS1AR6UQQDS2MMCKUR99A1ZHZIF7W","A34J12A7R98SVB","Submitted","Thu Dec 17 19:25:52 PST 2015","Thu Dec 17 19:26:15 PST 2015","Fri Dec 18 03:26:15 PST 2015","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","http://parallelcoordinates.de/mturk/22_Cartesian.png","C"
